Titre;Description Longue;Commune;code_postal;INSEE;Dispotifs Covid;Statut;Labels;Catégorie;geopoint;adresse
Ferme de Germane;Ce n'est pas un hasard si la Ferme de Germane développe son activité sur les hauteurs du lac du Salagou. Marion et Manuel ont choisi d'élever leurs vaches dans un cadre naturel préservé pour produire une viande de qualité. Ainsi s'est forgée la réputation de cette entreprise familiale également prisée pour ses fraises , prunes et abricots Bio.;CLERMONT-L'HERAULT;34800;34079;;Eleveur;Ecocert;Vente de produits à la ferme;43.645506, 3.404484;Mas de Germane
LA BASTIDE DES SONGES;Le Vignoble de la Bastide des Songes s’étend dans la plaine héraultaise bénéficiant de l’ensoleillement et du climat méditerranéen. Depuis 2003, les vignerons passionnés proposent des vins de qualité issus d’une agriculture raisonnée respectant le terroir.;CANET;34800;34051;;Cave particulière;Terra Vitis;Vente de vins au caveau;43.61054, 3.4913;Chemin de la Garrigue
BRASSERIE ARTISANALE HOPPIC;"Notre Brasserie artisanale voit le jour en 2018 à Saint-Martin-de-Londres au pied du Pic Saint-Loup, d'où la fameuse phrase inscrite sur nos bouteilles ""la Bière qui tombe à Pic"".
Le saviez-vous : Nous sommes 3 associés rencontrés sur les terrains de baseball de l'équipe de Montpellier. Après s'être soudés en première division française, nous est venu le projet d'une affaire : une aventure autour de la bière. En 2022, devant le succès de nos productions, nous décidons de déménager pour tripler les quantités de bières et pour développer une nouvelle gamme de produits : Happic, des sodas cola et limonade !";SAINT-GELY-DU-FESC;34980;34255;;Brasseur;;Artisanat gourmand;43.68348, 3.80771;35 Place de la Scierie
SANCHEZ HUÎTRES;"Dans les coulisses de l’Ostréiculture.
Des visites guidées sont organisées pour vous présenter chaque étape de notre élevage. Elles sont clôturées par une découverte gustative de nos huîtres. Partager notre savoir-faire est essentiel pour notre famille : transmettre les valeurs du métier, faire découvrir l’unicité de l’étang de Thau et initier les palais à la subtilité du goût de nos huîtres. Avant de se retrouver dans votre assiette, elles sont élevées et “bichonnées” selon une technique spécifique : un élevage sur corde en suspension. Venez découvrir cette méthode d’élevage unique en Méditerranée lors de nos visites guidées. “Nos variétés d’huîtres…” — La dégustation des huîtres offre un festival de saveurs et le goût de la mer en bouche. Comme pour le vin, le goût des huîtres diffère, au gré de l’emplacement, des courants et de leur maturité. L’huître dite de “Bouzigues”, la plus iodée, se reconnaît à son goût de noisette. L’huître de Camargue, au goût plus fort, est légèrement “";LOUPIAN;34140;34143;;Producteur;;Vente de produits à la ferme;43.4392215, 3.62665201;Port de Loupian
MAS FRIGOULET;"En 2018, à tout juste 23 ans, Marie et Corentin, reprennent l'exploitation des vignes de leur grand-père sur la commune du Puech, à proximité du Salagou. Le Mas en pierres rouges s'élève au milieu des vignes où du thym ou ""frigoule"" en occitan pousse en abondance. Le Mas Frigoulet est né.
Le Mas Frigoulet est exclusivement composé de vieilles vignes cultivées en terrasse. Cette architecture, typique des contreforts du Larzac, exclut l’usage de la mécanisation, elle nécessite d’adopter un mode de culture durable. Tout au long des saisons, les travaux sont réalisés à la main et permettent lors des vendanges de récolter de belles grappes pour préserver le fruit jusqu’à l’encuvage. Le Mas Frigoulet pratique une vinification traditionnelle pour le vin rouge et un pressurage léger à froid pour les cuvées de blanc et de rosé. Tous les vins sont des IGP ""Côteaux du Salagou"". Le vin blanc ""Cortes de Baza"" est également certifié BIO.
Visite et dégustation au domaine sur réservation. Un gîte avec piscine est également aménagé dans le village du Puech pour une immersion en plein cœur des vignes.";LE PUECH;34700;34220;;Cave particulière;Agriculture Biologique;Vente de vin à la propriété (pas de caveau);43.6569878, 3.4618536;648 Chemin de Frigoulet
LE CHAUDRON D'AURÉLIE;Ces confitures artisanales et confits de vin sont élaborés avec soin à partir de produits locaux, garantissant des saveurs authentiques et gourmandes. Parfaits pour sublimer vos petits-déjeuners, accompagner un plateau de fromages ou enrichir vos goûters, ces délices raviront les papilles des plus exigeants. Retrouvez-les sur les marchés locaux ou en vente directe sur rendez-vous, pour un moment de convivialité et de plaisir. Une invitation à découvrir des produits uniques, reflet du savoir-faire artisanal et du terroir.;LESPIGNAN;34710;34135;;Producteur;;Artisanat gourmand;43.2715889, 3.1725337;2 bis rue de l'Orchidée
TERRES 2 FRERES;Découvrez les vins biologiques de la Famille Ortiz / Rachou à Quarante. C’est l’histoire de deux frères qui font l’acquisition d’une ancienne cave en 2017 et se lancent dans un magnifique projet. Sébastien travaille les terres familiales, Christophe la vinification. À tous les deux ils unissent leurs savoir-faire pour nous faire déguster leurs premières cuvées.;QUARANTE;34310;34226;;Cave particulière;;Vente de vins au caveau;43.3452697, 2.9615044;12 Route de Saint-Privat
BRASSERIE LA VACQUEROISE;"La brasserie  La Vacqueroise est installée sur le plateau du Larzac, un lieu inscrit au patrimoine mondial de l’UNESCO, dans le petit village de La Vacquerie depuis 2010.

L' envie de créer une activité dans le village et d'élaborer un projet qui leur ressemble a été le moteur de Véronique et Didier, deux épicuriens, amateurs de bonne gastronomie, de produits du terroir, de vins et de bières de caractère. 
Animés par une grande créativité et après moult réflexions, une évidence s’impose à eux : fabriquer leur bière et partager cette passion !
Après de nombreux essais de recettes pour trouver la formule parfaite, la magie de la transformation a opéré et a donné vie à La Vacqueroise.
Toute l'année, ils vous invitent dans leur lieu idyllique pour déguster leurs bières et manger des spécialités de tartines gourmandes à base de produits locaux dans une ambiance bucolique et champêtre.";LA VACQUERIE-ET-SAINT-MARTIN-DE-CASTRIES;34520;34317;;Brasseur;;Vente des produits de l’exploitation;43.79001, 3.45949;47 Grand Rue
BRASSERIE OPPIDUM;"La Brasserie Oppidum est un lieu de convivialité à Capestang : 3 lieux en 1 ! Brasserie, boutique et restaurant.
Profitez d'un cadre chaleureux pour découvrir nos recettes originales et nos bières 100% bio et artisanales. Sans oublier notre boutique où vous retrouverez une grande cave à vin et des produits gourmands.";CAPESTANG;34310;34052;;Brasseur;Ecocert;Vente des produits de l’exploitation;43.32543, 3.04436;46 Cours Belfort
BB KOMBUCHA;"Nos années d'expérience et notre maîtrise de la fermentation nous ont permis d'élaborer un process de production qui rend notre kombucha unique - plus ronde et moins acide que les kombuchas que l'on retrouve habituellement sur le marché

Laissez-vous surprendre aussi par notre Ginger Beer sans alcool !";VAILHAUQUES;34570;34320;;;Agriculture Biologique;Artisanat gourmand;43.64776, 3.74008;178 Rue Andromède
DOMAINE LA LIMBARDIERE;Vins biologiques et jus de grenade bio. Engagé en agriculture biologique depuis 2009 et vignerons de père en fils depuis 5 générations, la Limbardière, la terre pour passion !;ABEILHAN;34290;34001;;Producteur;Ecocert;Vente de vin à la propriété (pas de caveau);43.45288, 3.28937;Chemin de l'Estang
MAS ZENITUDE;"Mas Zénitude produit plusieurs vins biologiques et naturels certifiés Ecocert : Solstice, Zizanie, Roze, Equinox, Audace, et Vent D’Anges. Erik, le propriétaire adopte un style de vinification à faible intervention et fait partie du mouvement Vinnatur qui présente à une nouvelle génération d’enthousiastes la tradition ancestrale des vins naturels.

Ils sont spécialisés en vins artisanaux non filtrés ou raffinés, fermentés avec des levures indigènes. Il en résulte des vins délicieusement vibrants, aromatiques et distinctifs qui comblent les lacunes des techniques de production vinicole automatisées modernes.

Erik a racheté le domaine qui était en ruine en 2006 et l'a totalement transformé, aujourd'hui, il possède environ 7,5 hectares de vignes et produit exclusivement des vins natures.";SAINT-JEAN-DE-FOS;34150;34267;;Cave particulière;Ecocert;Vente de vins au caveau;43.6904, 3.54347;Route de Lagamas
DOMAINE CALAGE RESSEGUIER;"Il était une fois, dans un de ces petits villages du Languedoc, trois amis vignerons. Amoureux de leur terroir, de bons vins, et de ripaille, ils décidèrent de produire leur vin, un vin pas comme les autres, un vin à leur façon, un vin pour les amis, un vin que, quand tu l'as dans la bouche, tu remercies la vie pour ses petits bonheurs simples et vrais.

C'est ainsi que naquit, en l'an 2000 de notre ère, le Domaine Calage Resseguier.
Une dizaine d'hectares de vignes distribués en une mosaïque de petites parcelles disputées en garrigue par nos aïeux, aux noms évocateurs tels que ""Garafach"" (fait guère), ""Rompudes"" (rompues)... offrent chichement quelques maigres grappes de raisins gorgés de promesses. Nous acceptons avec bonheur ce que dame Nature nous accorde sans jamais chercher à lui forcer la main. Nos vignes sont situées sur un terroir argilo-calcaire, très caillouteux, jouxtant les garrigues du pli de Montpellier.";SAINT-BAUZILLE-DE-LA-SYLVE;34230;34241;;Cave particulière;;Vente de vin à la propriété (pas de caveau);43.61992, 3.55026;22 Chemin des Mages
APIGARY;Apiculteurs de père en fils, ces passionnés cultivant un savoir-faire transmis de génération en génération. Leurs ruchers, nichés sur les hauteurs de Béziers et dans les Monts de Lacaune, profitent d'espaces reculés et préservés, garantissant une qualité exceptionnelle. Chaque étape, de l'élevage des reines à la fabrication des ruches et à la production de cire, est réalisée avec le plus grand soin. Cette démarche artisanale assure un miel authentique, reflet d'un terroir riche et naturel, pour une expérience gustative d'une pureté incomparable.;VENDRES;34350;34329;;Producteur;;Vente de produits à la ferme;43.2682772, 3.2290032;5TER CHEMIN DU MOULIN DE HYACINTHE
LA VINOTHEQUE DE LA MAISON CANTONNIERE;"La vinothèque de la Maison Cantonnière est à l’honneur à l’occasion des vendanges !
Vous y trouverez une sélection de vins rouges, blancs, rosés, de plus d’une trentaine de producteurs représentant différentes appellations : vins de pays d’Oc, Coteaux du Languedoc, Coteaux de Fontcaude, AOC Saint Chinian, AOC Minervois… 
Pour vous aider dans vos choix, une machine à dégustation propose deux références à tester.
N’attendez plus pour faire vos emplettes !";CAPESTANG;34310;34052;;Commerçant;Vignobles et Découvertes;Artisanat gourmand;43.3315254, 3.0429165;Quai Elie Amouroux
DOMAINE UMA;"Le Domaine Uma tire son nom de la déesse hindoue Uma, déesse de la lumière, l’énergie et la créativité. Ces trois mantras sont à la fois les symboles de notre terroir et de nos valeurs.

La singularité du Domaine Uma est d’être en même temps un lieu de travail et un lieu de réception pour permettre de vivre l’expérience de « l’art de vivre Domaine ».";VALFLAUNES;34270;34322;;;Vignobles et Découvertes;Vente de vins au caveau;43.8179774, 3.9056353;Route de la chapelle d'Aleyrac
NOOTKA - MICROBRASSERIE ARTISANALE;"Nootka est une micro brasserie craft. Nous sommes partis d’une feuille blanche pour créer notre propre business. Dans cette nouvelle aventure, nous sommes des entrepreneurs néo-brasseurs, et on aime ce que l’on fait ! 

Revenons au nom que nous avons choisi pour la création de notre micro brasserie, ""Nootka"" est une île à l’Ouest de Vancouver et en langue native cela signifie “tout au long de la mer et de la montagne” . Nous cherchions un nom qui nous représentait bien, la passion du surf et de la nature nous unit et ayant déjà voyagé dans cette contrée sauvage, cela nous a semblé être une évidence. 

Nous souhaitons apporter modernité et innovation dans nos recettes afin de vous faire découvrir de nouvelles saveurs et de nouveaux styles de bières.

Nos différents revendeurs : 

Sérignan-Plage
Maison de site des Orpellières

Béziers 
Cave à bières
Beer district 
V&B
Moustache et crinière
Restaurant les bons amis
Pub O'sully
Le caveau des arènes 

Valras-Plage 
La part de l'ange";VILLENEUVE-LES-BEZIERS;34420;34336;;Brasseur;Accueil Vélo;Vente des produits de l’exploitation;43.328048, 3.284554;10 Rue du Romarin
VILLA EXINDRIO;"Protégée par le Mont Saint-Baudile et bordée par les lagunes méditerranéennes, la Villa Exindrio, ferme d’origine gallo-romaine, fut érigée il y a plus de 2000 ans.
Les Rois de France, devenus propriétaires, développent l’exploitation, avant de restituer le domaine aux évêques de Maguelone.
Les prélats, dont la Cathédrale presqu’insulaire se situe à un battement d’aile de flamant rose, ont révélé ce terroir de garrigues dès le XIIe siècle.
Aujourd’hui, Clément et Mathilde Veyrac prennent le relais, en poursuivant la vocation agricole de la Villa Exindrio.Nous vous recevons au caveau pour la dégustation et la vente des vins de la Villa
Exindrio. Sur rendez-vous, vous pourrez également visiter le vignoble et la cave.Nous accueillons les groupes et les événements.
La Villa Exindrio propose aussi des gîtes à la location.
A proximité, vous trouverez des parcours de randonnées, de belles plages, un parc
accrobranches, une réserve naturelle et bien sûr la fameuse Cathédrale.

L'Estagnol 2021 AOC Languedoc : Médaille d'argent Terre de Vins 2023 pour son équilibre et son harmonie générale.";VILLENEUVE-LES-MAGUELONE;34750;34337;;;Haute Valeur Environnementale;Vente de vins au caveau;43.5304383, 3.83360026;Route de Mireval
BRASSERIE DE LA SÉRANNE;"À la brasserie de la Seranne on ne brasse que de la bière artisanale bio. Dans un souci de respect de l’environnement la brasserie est conçue sur un principe éco-responsable. 
La brasserie est ouverte toute l’année et nous sommes toujours heureux de partager et de discuter de notre passion avec nos vous.
Alors quand vous passez dans le coin n’hésitez pas à vous arrêter!";BRISSAC;34190;34060;;Brasseur;Agriculture Biologique;;43.8712622, 3.7052689;BAT 4 LIEU DIT LA PAPETERIE
NABAT LE HAUT;Productrice de fruits et de pommes de terre;COURNIOU;34220;34086;;Producteur;Valeurs Parc Régional du Haut Languedoc;Vente des produits de l’exploitation;43.4651, 2.68802;D920
DOMAINE SAINT JEAN DE LA CAVALERIE;Situé au coeur du Languedoc, le domaine est fondé en 1837 et s'étend sur les terres baignées du soleil de la Méditerranée. En 2015 la famille Alcaraz a repris ce domaine avec la passion de la vigne, le désir d'entreprendre et de développer, le sens de l'hospitalité. Chaque année 3 vins issus des vendanges sont vinifiés dans la cave historique et élevés sur place dans notre chai.;MONTBLANC;34290;34166;;Cave particulière;Vignobles et Découvertes;Vente de vins au caveau;43.34108, 3.35254;Lieu-dit Saint-Jean de la Cavalerie
ZEST - COMPTOIR DE COQUILLAGES;"Comptoir de dégustation d'huîtres & de coquillages.
Sur notre site paradisiaque et hors du temps, nous vous invitons à venir déguster les frais et délicieux coquillages de notre production.";LOUPIAN;34140;34143;;Producteur;;Vente des produits de l’exploitation;43.4415923, 3.63070791;Chemin de la croix neuve
PIERRE YVES MEYRAND;"Maraîchage Bio diversifié.
Produits proposés : Tomates, courgettes, salades, carottes, aubergines, courges, pommes de terre, ...
Vente à la ferme : sur rendez-vous. Vente de paniers. Possibilité de livraison sur Villeneuve lès Maguelone.";VILLENEUVE-LES-MAGUELONE;34750;34337;;;Agriculture Biologique;Vente de produits à la ferme;43.53778, 3.86687;365 Avenue François Mitterrand
DOMAINE LA CLAUSADE;Idéalement situé aux portes de Montpellier et à deux pas de la mer, le domaine vous propose  ses propres cuvées de rouge, rosé et blanc BIO cultivées au sein des 18 hectares de vignes qui bordent les gîtes.;MAUGUIO;34130;34154;;Producteur;Demeter;Vente de vins au caveau;43.6307143, 4.02057113;Route de Mudaison
DOMAINE LA GRANGE BASSE;Le domaine viticole s'étend sur 61 hectares, cultivant cinq cépages différents, pour une production annuelle d'environ 5000 hectolitres. Après avoir passé une grande partie de sa vie aux États-Unis, le retour dans la région natale a été motivé par l'envie de renouer avec ses racines. Consciente des défis et responsabilités liés à la gestion d'un vignoble, la priorité est de maintenir l'organisation et les principes qui ont assuré la réussite du domaine, tout en restant ouverte à l'apprentissage constant pour préserver son savoir-faire et son excellence.;VENDRES;34350;34329;;Cave particulière;;Vente de vin à la propriété (pas de caveau);43.2794934, 3.205209;Domaine la Grange Basse
MAS FARCHAT;;GABIAN;34320;34109;;;Agriculture raisonnée;Vente de vins au caveau;43.5194592, 3.2616781;Lieu dit Coste Rouge D13
LA DISTILLERIE DU RENARD;"Depuis le début de l’année 2021, Simon est installé en tant que distillateur professionnel à Gignac (34150), au cœur du vignoble des Terrasses du Larzac. Il distille dans un alambic de 350L à repasse, en cuivre et au feu de bois.
Sa philosophie est de produire des spiritueux « nature » est en symbiose avec le Manifeste des Gnôles Naturelles. Ainsi, dès son installation, il est devenu signataire.
Ce mouvement défend la production d’eaux-de-vie de haute qualité environnementale face aux distilleries dites artisanales selon le règlement européen devenu trop souple face aux intrants.

Voici une petite liste de ses engagements à travers le Manifeste des Gnôles Naturelles :

- Il distille dans un alambic en cuivre conduit à la main;

- Ses ingrédients sont attentivement sélectionnés et proviennent d’un terroir local conduit en agriculture biologique;

- Il ne fait aucun ajout de sucre, d’édulcorants, de chimie, d’additifs...

- Il n’utilise pas d’alcool industriel

Il produit donc des liqueurs et spiritueux d'exception et Bio.";GIGNAC;34150;34114;;;Agriculture Biologique;Vente des produits de l’exploitation;43.6563817, 3.5507556;Distillerie du renard
DOMAINE DE L'ACCENT;"Un tyrolien, des terrasses argilo-calcaires, des cépages traditionnels, quelques coups de pioche et l'art de mettre l'accent sur les bonnes choses.
Le Domaine de l'Accent vous propose une gamme de vins bio, issus d'un travail respectueux des terres, des vignes et de l'environnement, sur les Terrasses du Larzac. 
C'est Konrad Pixner, que le chemin de la vie a fait atterrir sur les Terrasses du Larzac pour réaliser son rêve. Né en Italie, dans les montagnes germanophones du Sud Tyrol, d'un père mécano et d'une mère instit, il a fait le pari en 2018 de créer son propre domaine, pierre après pierre, dans le sud de la France. En 2013, après un master en Viti Œno (SupAgro, France - Portugal - Afrique du Sud), des voyages et expériences dans diverses régions viticoles, il travailla à cheval entre la recherche (doctorat en œnologie à Geisenheim- Allemagne), et la pratique (œnologue pour un domaine viticole au fin fond des Alpes italiennes). Vigneron œnologue passionné, il trouve son bonheur sur les Terrasses du Larzac, travaillant seul ses vignes et ses vins, en se laissant guider par ses idées nourries par les pratiques du terroir, son savoir-faire et son art de mettre l'accent sur les bonnes choses.";ARBORAS;34150;34011;;;Agriculture Biologique;Vente des produits de l’exploitation;43.711031, 3.484817;Pixner Konrad - Vigneron  ​
OLIVERAIE BARTHÉLÉMY;L'Oliveraie  Barthelemy c'est le travail passionné d'un père et d'un fils : Alain & Franck : producteurs, confiseurs et mouliniers. Entre Gard et Hérault : exploitation familiale où près de 3000 oliviers sont en production. Les olives sont transformées entièrement par leurs soins.;MONTOULIEU;34190;34171;;;Qualité Tourisme Occitanie Sud de France;;43.933351, 3.797898;99, Route Départementale 108
DOMAINE DU PIN;"Né au coeur du vignoble, le Domaine du Pin s’étend sur 350 ha, fleurtant avec le Gard et l’Hérault. La propriété comprend deux autres domaines du nom de « Domaine de Tauros et Domaine de Cambézard », tous les trois attenants et formant une étendue
de bois et de landes.
Le Domaine du Pin est avant tout une histoire de famille (3ème génération). Chaque
génération ayant appris de la précédente les secrets de ce noble métier ; ce savoir-faire ancestral
évolue, mettant à profit des techniques modernes pour renforcer et améliorer la culture de la vigne.
Le vignoble représente 50 hectares de vignes au cœur d’un paysage varié entre montagnes et plaines dont 15 hectares sont travaillés afin d'élaborer des vins de qualité en bouteilles et Bag in boxes.";LAROQUE;34190;34128;;;;;43.926599, 3.724549;130 Chemin du Four à Chaux
CEVENN'ALGUES;Nous favorisons le contact direct avec les consommateurs de spiruline, qui peuvent se procurer de la spiruline de qualité et de proximité, en participant à une agriculture locale et durable. Visite, dégustation et vente sur place.;MONTOULIEU;34190;34171;;Producteur;;Vente des produits de l’exploitation;43.931254, 3.797328;Lieu dit Familongue
DOMAINE DE BLANCARDY;Le domaine Blancardy est une ancienne ferme fortifiée, dressée au milieu des vignes, dans la région de Montpellier à mi-chemin entre mer et montagne, au pieds des Cévennes et aux limites de l'Hérault. Le Domaine est entouré de vignes. Dégustation et vente de vins (en AOC) et Carthagène. Les produits du domaine sont en vente dans la boutique sur place ou sur internet.;MOULES-ET-BAUCELS;34190;34174;;;;;43.936706, 3.775138;2041 Blancardy
AU DETOUR;Producteur d'huîtres basé au bord de la lagune de Thau. Vente de coquillages.;LOUPIAN;34140;34143;;Producteur;;Vente de produits à la ferme;43.4344879, 3.62317344;Port de Loupian - Zone conchylicole accès Ouest
MAS LORÊVA;Un cadre idyllique entre terre et mer sous les pins. Un passionné de l’étang et une grande envie de faire partager sa passion. Huitres creuses nées à Thau. Vente directe au  Mas et Point de vente à Maraussan;MEZE;34140;34157;;Producteur;;Vente des produits de l’exploitation;43.4104136, 3.58598405;Les Amoutous
RUCHER DE VASPLONGUES;"Maxime More-Chevalier est un apiculteur certifié en agriculture biologique, basé à Vasplongues, dans l'Hérault. 
Il est membre du collectif ""Aux P'tits Producteurs"" de Lodève, une boutique de producteurs locaux engagés à offrir des produits de qualité en circuit court. 
Les miels de Maxime sont issus d'une apiculture respectueuse de l'environnement et des abeilles, reflétant la richesse florale de la région. Vous pouvez les retrouver à la boutique ""Aux P'tits Producteurs"", située Place de la République à Lodève, ouverte du lundi au samedi de 9h à 13h et de 15h à 19h ou à l'Office de tourisme de Lodève.
Il produit des miels de lavande, châtaigniers, garrigue, bruyère blanche, mais également du pollen, du pain d'épices et autres spécialités gourmandes à base de miel.";LODEVE;34700;34142;;Groupements de producteur;Ecocert;Artisanat gourmand;43.7328385, 3.3200859;1 bis Place de la République
DOMAINE COUMIAC;Ce site est célèbre mondialement pour sa dalle fossilifère de goniatites, témoin d’une extinction massive, et reconnu comme point stratotypique mondial, le fameux « Clou d’Or ». Le vignoble s’étend sur deux terroirs distincts — Coumiac et Rieuberlou — aux sols riches et exigeants, qui offrent des rendements faibles mais de haute qualité. Forts de leur bon sens paysan, les vignerons y pratiquent une viticulture respectueuse de l’environnement, récompensée par la certification HVE en 2022. Leur philosophie : exprimer à travers chaque vin l’âme du lieu, du millésime et du vigneron. Grâce à un travail rigoureux de sélection, vinification et assemblage, le domaine propose des cuvées authentiques et racées, fidèles à leur terroir.;CESSENON-SUR-ORB;34460;34074;;Cave particulière;Haute Valeur Environnementale;Vente de vins au caveau;43.475104, 3.085404;Route de Causses et Veyran
MARIE-HÉLÈNE PETIT;"Produits proposés :
- Charcuterie,
- Viande de porc, veau (broutard) et boeuf.";FRAISSE-SUR-AGOUT;34330;34107;;;;;43.60559, 2.799544;Impasse du Moulin
LE CLEDELA;"Elevage de volailles en plein air nourries aux grains, jus de pommes de race ancienne et locale non traitées, maraîchage sans engrais chimique ni pesticide.

Produits proposés :
- Poulet et pintade (chapon de Noël, conserves de volaille, oeufs),
- Confiture maison et jus de pomme.";FRAISSE-SUR-AGOUT;34330;34107;;;;;43.58625, 2.737655;Bessière
MAS DE JON;"Dans le coeur pittoresque du Pic Saint-Loup, entre collines abruptes et forêts préservées, se trouve un domaine viticole unique en son genre. Le Mas de Jon, créé il y a une vingtaine d’années par Marion et son frère Guillaume, est bien plus qu’un simple vignoble. C’est un lieu où chaque pierre, chaque vigne, chaque bouteille raconte une histoire de passion et de dévouement. 

Ici, l’architecture est dictée par la nature elle-même. Les vignes, éparpillées entre les collines alentours, sont cultivées par un Guillaume au coeur gigantesque avec une simplicité empreinte de fierté et d’humilité

Les vins produits au Mas de Jon sont à l’image de leurs créateurs : forts de caractère et marqués par des choix affirmés.
Chaque bouteille raconte une histoire, celle de bon moment à venir. Ils touchent, évoquent, suggèrent, émeuvent… Chaque gorgée est une invitation à partager un moment de bonheur, à célébrer la vie et ses petits miracles.";FONTANES;34270;34102;;Producteur;Haute Valeur Environnementale;Vente de vins au caveau;43.7945281, 3.9133977;33 Ancien Chemin d'Anduze
GAEC LA FERME DU CONTREVENT;"LES CAUSSES, TERRE DE BREBIS.
Territoire d’élevage ovin depuis le néolithique, le Larzac est l’un des plateau calcaire les plus célèbre du Sud de la France. Plus qu’un support physique, c’est un environnement naturel et social duquel découle toute la démarche de la Ferme.
Une petite clique de jeunes éleveurs motivés pour tenter l’aventure d’un élevage ovin en transition vers un monde bas carbone, s’est installée sur la commune de Saint-Maurice-de-Navacelles pour travailler ensemble et construire un élevage ovin respectueux du territoire et de la planète.
Vente de viande et de terrine d'agneaux du Larzac directement à la ferme.";SAINT-MAURICE-NAVACELLES;34520;34277;;Eleveur;Agriculture Biologique;Vente des produits de l’exploitation;43.8274444, 3.4784092;La Barre
LES VIGNERONS DE LIEURAN;"La cave coopérative de Lieuran produit une gamme de vins IGP Pays d'Oc, alliant grenache-syrah et merlot-cabernet pour le rouge, chardonnay et sauvignon pour le blanc et cinsault pour le rosé, et disponibles directement à la vente à la cave coopérative des vignerons de Lieuran.
Ouvert à l'année: lundi au jeudi: 9h-12h / 14h-18h et vendredi: 9h-12h. Fermé le weekend et jours fériés.";LIEURAN-LES-BEZIERS;34290;34139;;Coopérative;;Vente de vins au caveau;43.4171851, 3.23377968;18 avenue de Béziers
DOMAINE DE LA BAUME;Le domaine de la Baume est fondé à la fin du XIXe siècle. Jean Prat et ses fils plantent une centaine d’hectares de vignes, vendent leur production à Paris et  à l’international. Après différents propriétaires, il renaît en 2003 lorsque Joseph Helfrich le reprend dans son groupe les Grands Chais de France. Le domaine est restructuré, replanté d’une palette de cépages internationaux, vinifiés en IGP, mono et bi cépages. Il ouvre ses portes lors d’événements au fil de l’année.;SERVIAN;34290;34300;;Cave particulière;Vignobles et Découvertes;Vente de vins au caveau;43.3883874, 3.30300958;Route nationale 9
DOMAINE DE LA BARTHE;Le Domaine de la Barthe est un domaine familial depuis 3 générations. Viera et Yves EYCHENNES œuvrent pour mettre en valeur les différents terroirs qui le composent. Il est situé aux portes de Béziers où la vigne et le vin ont laissé leurs empreintes depuis l'antiquité. Son vignoble est constitué d'une grande diversité de cépages (Merlot, Grenache, Cabernet Sauvignon, Tempranillo, Muscat d'Alexandrie) qui donne le caractère de ses vins. Les terres sont situés sur les coteaux bordant le Canal du Midi, qui offre toute une palette d'arômes et de diversité en bouche, et sur les flans argilo-calcaire de l'Oppidum d'Ensérune où la vigne, depuis des millénaires a plongé ses racines et a imprégné notre culture comme en témoignent nos ancêtres Grecs et Cathares.;BEZIERS;34500;34032;"Le caveau est ouvert sans rendez-vous aux horaires indiqués. 
 La livraison à domicile est possible dans tout le biterrois.";Cave particulière;Vignobles et Découvertes;Vente de vins au caveau;43.3379996, 3.1871829;14 route de Capestang
DOMAINE DE LA GOURGASSE NEUVE;"Le domaine de la Gourgasse Neuve est une exploitation viticole Languedocienne typique de la moitié du 19ème siècle. Situé sur la commune de Béziers et bordé par le prestigieux Canal du Midi et l'antique Via Domitia, la culture de la vigne sur le domaine s'étend sur 14ha50, classé en IGP Pays d'Oc et Coteaux d'Ensérune. L'originalité de ses assemblages donnent à ce domaine familial des vins personnels où l'effet terroir prend toute sa valeur. Dégustation et visite du domaine. Visites guidées tous les vendredis (11h00-12h00) en juillet et aout. Labellisé Vignobles & Découvertes.

Si vous souhaitez venir nous rendre visite, hors période estivale, merci de nous contacter.";BEZIERS;34500;34032;Sur rendez-vous uniquement avec Marcel au 06 13 30 32 51.;Cave particulière;Vignobles et Découvertes;Vente de vins au caveau;43.3302699, 3.17055536;Chemin communal n°13
DOMAINE OLLIER-TAILLEFER;"Situé à Fos, pittoresque village fleuri au Nord-Est de l'appellation Faugères, le Domaine Ollier-Taillefer est une exploitation familiale. Luc Ollier et sa soeur Françoise, sont la 5ème génération d'une lignée de vignerons natifs du Cru. Le vignoble est orienté plein Sud, à une altitude variant de 250 à 350 mètres selon les parcelles, sur des coteaux schisteux présentant de fortes pentes. Par soucis de l'environnement, la culture raisonnée est ici de rigueur. La récolte est manuelle. Le premier millésime embouteillé au domaine date de 1976... Depuis la récolte 2012, l'ensemble des vins est certifié ""vin bio"" par Ecocert.";FOS;34320;34104;solution hydroalcoolique à disposition à l'entrée et sortie du magasin;Cave particulière;Vignobles et Découvertes;Vente de vins au caveau;43.5669903, 3.24769468;Route de Gabian
DOMAINE MONTROSE;"Montrose est un domaine familial créée en 1701 lorsque le blason des ""Trois Lézards"" fût attribué à l'ancêtre du domaine. 
Montrose est situé dans le Sud de la France, à quelques kilomètres de Pézenas et de la mer Méditerranée, sur le beau terroir des Côtes de Thongue. 
Le savoir-faire acquis par la famille depuis des générations et une viticulture respectueuse de l’environnement nous permettent de créer des vins élégants et authentiques avec une belle personnalité qui sont régulièrement primés et très appréciés des amateurs… de plaisir !

#sejourœno
#SavourerVignoblesetDécouvertes";TOURBES;34120;34311;;Cave particulière;Vignobles et Découvertes;Vente de vins au caveau;43.4314489, 3.36508312;RN 9
